2022-10-14 11:32:07,766 - werkzeug - INFO -  * Running on http://127.0.0.1:8000/ (Press CTRL+C to quit)
2022-10-14 11:32:21,342 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:21] "POST /mv_retrieval/v0.1/add_content?id=150354&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:21,409 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:21] "POST /mv_retrieval/v0.1/add_content?id=A%20group%20of%20women%20sewing%20clothes%20in%20a%20room%20together.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:21,486 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:21] "POST /mv_retrieval/v0.1/add_content?id=250239&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:21,508 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:21] "POST /mv_retrieval/v0.1/add_content?id=A%20cook%20looks%20at%20the%20camera%20as%20he%20prepares%20a%20tray.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:21,589 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:21] "POST /mv_retrieval/v0.1/add_content?id=361685&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:21,609 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:21] "POST /mv_retrieval/v0.1/add_content?id=Two%20white%20urinals%20one%20is%20higher%20up%20than%20the%20other%20one.%20&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:21,678 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:21] "POST /mv_retrieval/v0.1/add_content?id=28889&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:21,699 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:21] "POST /mv_retrieval/v0.1/add_content?id=A%20man%20hanging%20on%20top%20of%20a%20parking%20meter%20next%20to%20another%20man.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:21,765 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:21] "POST /mv_retrieval/v0.1/add_content?id=74127&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:21,801 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:21] "POST /mv_retrieval/v0.1/add_content?id=three%20women%20and%20a%20child%20are%20in%20a%20kitchen%20making%20some%20food&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:21,865 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:21] "POST /mv_retrieval/v0.1/add_content?id=539197&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:21,895 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:21] "POST /mv_retrieval/v0.1/add_content?id=A%20bicycle%20with%20wagon%20propped%20against%20a%20building.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:21,965 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:21] "POST /mv_retrieval/v0.1/add_content?id=249470&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:21,989 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:21] "POST /mv_retrieval/v0.1/add_content?id=A%20kitchen%20filled%20with%20an%20empty%20refrigerator%20and%20microwave.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:22,060 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:22] "POST /mv_retrieval/v0.1/add_content?id=108254&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:22,081 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:22] "POST /mv_retrieval/v0.1/add_content?id=A%20two-person%20vanity%20is%20below%20a%20mirror%20in%20the%20bathroom.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:22,414 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:22] "POST /mv_retrieval/v0.1/add_content?id=449889&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:22,441 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:22] "POST /mv_retrieval/v0.1/add_content?id=A%20man%20riding%20a%20red%20motorcycle%20on%20a%20street%20next%20to%20a%20crowd.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:22,503 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:22] "POST /mv_retrieval/v0.1/add_content?id=152746&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:22,524 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:22] "POST /mv_retrieval/v0.1/add_content?id=The%20man%20with%20the%20baton%20is%20helping%20another%20man%20with%20his%20tie.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:22,641 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:22] "POST /mv_retrieval/v0.1/add_content?id=17170&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:22,683 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:22] "POST /mv_retrieval/v0.1/add_content?id=A%20picture%20of%20the%20feet%20of%20lacrosse%20players%20at%20a%20game.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:22,802 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:22] "POST /mv_retrieval/v0.1/add_content?id=323149&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:22,827 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:22] "POST /mv_retrieval/v0.1/add_content?id=A%20bicycle%20covered%20in%20christmas%20decorations%20parked%20next%20to%20a%20van.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:22,972 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:22] "POST /mv_retrieval/v0.1/add_content?id=393418&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:22,994 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:22] "POST /mv_retrieval/v0.1/add_content?id=a%20person%20in%20a%20cooking%20gown%20in%20a%20kitchen&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:23,148 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:23] "POST /mv_retrieval/v0.1/add_content?id=16125&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:23,181 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:23] "POST /mv_retrieval/v0.1/add_content?id=COLORFUL%20HAND%20MADE%20BASKETS%20SITTING%20ON%20DISPLAY%20RACKS&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:23,330 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:23] "POST /mv_retrieval/v0.1/add_content?id=46371&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:23,373 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:23] "POST /mv_retrieval/v0.1/add_content?id=A%20man%20in%20a%20suit%20and%20tie%20wearing%20a%20hat&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:23,477 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:23] "POST /mv_retrieval/v0.1/add_content?id=26260&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:23,502 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:23] "POST /mv_retrieval/v0.1/add_content?id=A%20beautiful%20young%20lady%20with%20tattoos%20preparing%20food%20in%20a%20kitchen.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:23,602 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:23] "POST /mv_retrieval/v0.1/add_content?id=355651&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:23,630 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:23] "POST /mv_retrieval/v0.1/add_content?id=A%20young%20man%20riding%20his%20skate%20board%20up%20a%20ramp.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:23,740 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:23] "POST /mv_retrieval/v0.1/add_content?id=310867&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:23,758 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:23] "POST /mv_retrieval/v0.1/add_content?id=A%20new%20cell%20phone%20and%20its%20box%20are%20sitting%20on%20a%20small%20sink%20in%20a%20bathroom.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:23,873 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:23] "POST /mv_retrieval/v0.1/add_content?id=562&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:23,901 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:23] "POST /mv_retrieval/v0.1/add_content?id=A%20glass%20of%20toothbrushes%20sitting%20on%20a%20counter&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:24,006 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:24] "POST /mv_retrieval/v0.1/add_content?id=435124&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:24,038 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:24] "POST /mv_retrieval/v0.1/add_content?id=A%20bicycle%20is%20parked%20by%20a%20bench%20overlooking%20the%20ocean.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:24,117 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:24] "POST /mv_retrieval/v0.1/add_content?id=170308&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:24,140 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:24] "POST /mv_retrieval/v0.1/add_content?id=A%20photo%20in%20the%20house%20looking%20at%20a%20discreet%20door.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:24,215 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:24] "POST /mv_retrieval/v0.1/add_content?id=12876&type=image&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:24,250 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:24] "POST /mv_retrieval/v0.1/add_content?id=A%20bicycle%20parked%20up%20against%20a%20rust%20covered%20filthy%20alley%20wall.&type=text&user=mario HTTP/1.1" 200 -
2022-10-14 11:32:24,313 - werkzeug - INFO - 127.0.0.1 - - [14/Oct/2022 11:32:24] "POST /mv_retrieval/v0.1/add_content?id=146224&type=image&user=mario HTTP/1.1" 200 -
